Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB
20,0,3,23,35.06,372
55,0,1,17,44.15,483
57,0,3,24,38.59,53
32,0,3,5,38.18,120
21,1,0,3,47.86,286
50,0,1,23,60.71,370
42,0,3,23,64.15,381
62,1,3,24,74.02,386
37,1,4,15,52.49,450
69,0,2,20,66.78,106
57,0,1,18,34.76,362
59,1,4,12,34.42,66
43,1,3,3,53.65,312
53,1,0,8,80.53,362
36,1,4,23,79.22,361
28,1,2,23,85.51,414
40,1,3,9,43.09,294
48,0,3,3,45.3,75
55,1,2,14,32.49,464
29,1,0,19,32.06,149
23,1,2,3,51.9,363
67,0,1,12,30.81,302
67,1,4,10,96.69,141
50,0,2,19,37.66,249
29,1,1,12,76.29,247
58,0,3,6,98.04,218
42,1,0,10,98.61,190
54,1,3,6,41.49,278
57,1,2,19,61.01,494
64,0,2,15,67.43,145
40,1,4,4,61.11,462
22,0,3,2,51.81,125
41,0,0,13,32.3,218
49,0,2,18,69.77,285
39,1,1,22,50.81,267
19,1,3,17,70.59,481
41,1,2,17,78.78,250
68,1,4,11,97.26,50
51,1,1,12,37.1,180
45,0,2,5,87.0,109
36,0,2,20,83.07,382
56,1,1,4,98.79,83
39,1,1,12,57.67,90
65,0,3,2,62.94,57
62,1,4,16,52.23,451
40,1,0,11,95.55,124
66,1,4,22,84.82,348
22,0,3,18,81.01,166
46,0,3,6,50.31,213
23,1,3,3,65.45,108
18,1,3,11,68.09,406
19,1,0,23,99.84,246
61,1,3,1,79.81,77
63,1,4,19,86.88,353
62,1,0,19,39.59,322
58,1,1,1,81.34,154
70,0,4,11,93.35,474
66,0,4,2,49.94,95
59,0,0,22,35.96,94
41,0,0,24,91.92,81
64,1,4,18,44.92,248
41,0,0,19,89.38,333
60,0,1,12,85.16,116
36,0,2,9,46.73,295
49,0,4,15,79.15,390
35,0,2,20,58.9,61
33,1,0,16,81.58,314
67,0,0,22,30.42,169
65,0,1,24,75.55,490
25,1,2,22,65.0,358
26,1,4,12,78.63,107
28,0,3,5,89.52,303
70,1,0,6,95.6,327
49,1,1,19,69.79,186
38,1,0,18,80.06,178
48,0,0,18,50.16,198
49,1,4,22,31.96,447
34,0,0,14,55.88,201
60,0,2,2,99.05,128
20,1,3,20,39.7,343
41,1,2,4,85.11,407
21,1,0,3,32.24,494
41,0,4,10,42.21,275
54,0,1,15,81.1,447
57,0,1,20,59.77,436
60,0,1,9,41.56,242
45,1,4,6,39.82,401
23,1,1,12,57.74,170
33,1,1,7,55.18,92
34,1,4,13,90.27,253
57,0,3,22,54.33,247
22,0,4,19,31.9,461
39,1,1,1,30.99,88
64,1,1,6,57.81,360
28,0,4,17,36.34,354
57,0,0,3,90.96,177
60,0,3,24,74.34,263
26,1,4,22,45.75,146
51,0,3,14,80.35,243
38,0,2,15,82.5,127
41,1,3,1,77.23,239
22,0,4,17,43.39,251
24,1,1,11,36.8,227
66,0,4,12,44.67,376
53,0,0,3,35.32,166
54,0,2,17,40.31,279
54,0,0,20,33.56,240
37,1,4,5,35.97,66
41,0,2,8,37.63,240
66,0,1,22,63.01,444
30,0,4,13,35.54,366
48,1,2,17,38.97,207
70,1,3,21,60.1,373
55,1,2,2,45.29,294
61,1,3,11,49.26,414
37,1,0,13,95.61,329
41,1,0,22,46.87,406
37,1,2,10,44.01,65
60,0,4,14,34.47,71
25,0,2,19,63.98,240
63,0,1,20,83.15,268
48,1,4,24,77.84,308
33,0,4,19,85.79,86
39,1,2,17,41.6,61
55,1,0,21,59.38,99
23,1,0,4,30.89,403
64,0,0,11,69.12,346
70,0,4,13,62.5,223
52,1,4,4,90.87,224
48,1,4,14,85.73,487
49,1,0,14,74.22,393
35,1,1,17,91.14,209
41,0,4,3,30.89,333
33,1,4,10,36.38,396
58,0,0,11,55.08,451
68,1,2,16,50.1,143
18,1,3,24,95.1,162
58,1,4,14,60.45,325
24,0,2,7,84.65,244
55,1,4,7,66.46,446
32,0,3,1,35.66,424
46,1,4,5,58.07,264
32,1,1,21,55.29,233
52,0,0,16,47.55,215
23,0,0,4,33.04,175
48,1,2,12,48.77,169
57,0,2,17,32.53,153
20,1,2,8,49.59,359
50,1,2,1,48.44,229
50,0,2,7,37.62,239
19,1,4,17,66.69,98
26,0,4,10,73.19,128
70,1,2,20,31.43,255
36,0,3,24,76.84,169
28,0,3,24,99.88,415
57,1,1,2,35.46,95
40,0,2,17,99.21,65
33,1,3,22,92.72,318
45,0,1,24,88.31,372
63,0,1,23,90.89,153
22,1,3,12,60.43,68
40,1,3,9,65.52,315
33,0,3,2,81.65,248
63,0,4,13,84.4,166
54,0,0,7,76.65,107
26,1,1,17,44.13,93
28,0,0,23,45.54,387
55,0,2,16,32.49,355
53,0,1,2,72.68,55
31,1,0,19,83.55,150
35,0,1,22,81.91,448
62,1,2,23,66.37,451
65,0,1,4,99.88,493
48,1,2,14,45.09,370
21,0,4,6,37.27,238
51,1,2,24,47.1,322
33,1,3,20,94.24,75
42,1,2,3,52.12,442
47,1,3,16,67.39,296
21,1,3,16,86.98,198
29,0,3,2,96.79,132
66,0,4,11,77.72,402
39,1,3,20,47.63,190
33,0,3,13,70.62,427
62,0,3,8,42.05,114
45,1,1,20,66.95,371
43,1,2,18,67.8,244
55,0,3,22,81.7,329
51,1,4,23,33.71,176
53,1,1,20,83.03,305
55,1,0,22,53.81,481
28,0,2,1,84.85,456
70,1,3,3,65.13,403
52,1,1,9,50.89,434
28,1,2,4,64.13,443
35,0,1,8,65.2,133
44,0,1,16,61.97,202
59,1,4,16,94.61,476
59,1,2,13,30.78,238
44,0,2,23,75.06,431
39,1,0,3,93.35,431
39,1,1,9,64.49,275
24,0,3,7,50.28,122
26,0,2,9,84.81,204
22,1,0,4,52.05,304
21,1,3,6,67.3,340
29,1,3,1,57.22,300
41,1,2,16,90.88,57
55,0,4,4,82.21,193
29,1,3,22,50.9,341
56,1,4,24,64.81,258
69,0,1,24,73.86,128
18,0,4,3,75.87,73
34,1,0,1,87.35,395
62,0,1,22,45.14,107
45,0,0,14,55.3,432
53,1,0,5,52.86,173
27,0,4,16,58.31,398
57,1,4,18,97.58,171
70,1,2,8,39.09,214
26,1,4,8,44.22,436
68,1,2,5,32.46,383
51,1,0,11,62.55,191
62,1,3,11,92.14,396
33,0,2,1,78.64,371
57,0,1,20,90.76,402
40,1,4,5,57.56,450
27,1,1,10,50.38,89
37,0,4,13,86.29,490
21,0,0,22,30.9,104
22,1,3,2,36.77,153
47,1,2,15,57.08,110
33,0,2,6,65.36,490
29,0,4,4,97.66,208
64,0,0,2,39.09,409
31,1,0,13,79.79,451
21,1,1,23,80.14,359
18,1,1,7,93.72,325
65,1,4,18,98.87,203
58,1,1,3,59.48,224
60,1,2,9,45.63,277
19,1,1,21,31.23,89
39,0,0,7,58.29,126
61,1,0,15,78.91,335
24,1,1,2,42.16,123
24,1,4,18,36.77,72
53,1,3,16,89.19,238
18,0,0,19,99.98,105
19,1,2,13,74.1,435
63,1,3,12,34.82,118
51,1,3,5,44.62,133
47,1,1,5,72.23,278
18,1,4,11,45.12,74
42,0,1,16,39.67,390
42,0,1,4,31.25,221
30,0,1,19,91.08,78
33,0,2,11,38.7,288
20,0,0,14,95.57,225
43,1,4,2,51.44,203
18,0,1,21,95.16,490
40,1,4,19,30.16,310
67,1,2,1,76.24,278
56,1,2,18,48.64,490
47,0,2,19,42.0,402
54,1,0,23,75.07,349
50,1,4,6,93.58,371
49,1,2,4,65.58,287
66,1,3,8,97.23,62
64,1,4,2,74.62,238
48,0,3,16,62.0,410
65,1,2,18,41.12,114
42,0,1,16,58.36,474
19,1,4,14,95.94,456
48,1,0,21,84.32,66
24,1,1,14,34.58,125
43,0,0,10,54.21,388
26,0,2,14,79.1,302
45,1,0,5,80.84,285
52,1,1,16,41.91,139
26,0,1,3,45.68,315
55,0,1,5,88.69,301
69,0,0,4,93.39,147
41,1,0,11,95.16,90
30,1,3,17,74.23,334
20,1,4,9,63.87,181
48,0,3,3,54.82,268
52,1,4,5,74.78,296
46,1,2,4,75.54,154
29,0,2,22,55.12,124
28,0,1,19,58.13,170
44,1,1,9,71.75,126
65,0,1,16,83.86,473
49,0,2,22,53.55,67
60,0,4,21,75.2,175
39,1,1,13,71.27,422
56,0,2,6,91.32,68
68,1,0,12,64.91,148
25,1,2,3,50.82,193
52,0,0,4,43.4,201
46,0,1,10,78.46,118
20,0,3,3,88.33,310
30,0,0,19,61.82,329
39,0,2,13,91.89,219
36,0,4,22,30.77,335
47,0,3,11,82.08,136
39,1,2,7,56.27,243
49,1,3,12,61.98,475
20,0,1,11,58.24,325
27,0,0,4,40.71,398
21,0,4,1,88.19,250
22,1,4,11,74.84,176
43,1,4,7,75.82,453
29,0,4,5,37.31,98
51,0,0,22,81.97,195
60,1,3,6,97.32,429
28,1,4,23,62.36,449
70,0,3,21,43.52,85
37,1,4,22,98.33,301
39,1,2,12,47.94,412
47,1,2,16,72.41,314
69,1,2,7,78.95,158
62,1,1,1,79.68,69
25,0,1,3,84.5,498
54,0,0,16,78.85,173
63,0,2,8,30.54,174
49,0,1,11,79.98,293
50,0,4,15,80.72,324
23,0,3,8,99.64,284
47,0,3,20,59.94,427
37,0,2,8,69.74,405
23,1,3,19,70.48,70
46,1,3,22,63.74,128
48,0,2,10,34.47,154
44,1,1,2,75.2,363
48,1,0,11,90.13,496
66,1,2,7,88.88,106
47,1,4,19,51.53,494
23,0,0,5,42.56,134
32,0,0,5,60.94,72
40,1,4,20,96.77,457
32,1,4,10,90.06,388
18,1,0,22,72.58,488
37,1,0,15,99.38,394
21,0,4,6,42.29,133
31,1,2,8,31.3,374
55,1,0,11,50.62,479
37,1,1,12,38.38,155
36,1,1,22,83.28,114
70,1,0,15,89.79,416
52,1,0,8,59.89,488
63,1,3,14,95.04,255
39,0,1,3,59.43,372
46,1,2,3,57.57,198
46,0,1,12,81.99,116
40,1,4,2,95.96,422
38,0,2,4,47.42,485
39,0,3,9,53.29,245
29,1,4,5,40.46,479
65,1,4,24,70.64,224
38,1,3,22,91.42,120
41,0,3,5,97.85,136
32,1,2,7,97.89,61
21,1,4,2,48.05,388
28,0,2,4,77.93,292
38,1,3,12,72.46,135
58,0,4,11,47.23,275
26,0,1,12,54.28,269
39,0,4,18,71.57,487
66,1,1,11,42.95,469
19,1,0,24,88.54,314
44,0,1,14,31.2,98
52,0,3,22,37.95,199
69,0,1,10,53.84,211
50,0,2,12,46.62,147
63,0,2,7,93.79,474
50,0,3,17,33.62,52
19,1,3,18,95.3,340
19,1,2,22,79.27,185
18,1,2,12,68.22,197
69,1,2,8,67.13,55
57,1,0,7,94.01,238
26,0,3,22,69.97,319
53,0,1,14,56.44,166
44,0,4,14,43.85,122
32,1,0,24,49.26,407
58,0,4,9,64.43,295
51,0,0,11,97.23,212
23,1,4,2,79.98,313
26,0,2,14,51.17,258
19,0,1,9,61.76,493
63,0,2,2,90.87,67
42,0,1,17,99.25,227
24,1,0,6,59.67,414
54,0,1,21,81.91,231
60,0,2,20,62.32,469
47,1,2,4,61.56,427
27,0,1,13,89.25,134
58,0,2,2,84.01,245
30,1,2,16,75.72,181
48,0,0,14,43.63,368
42,1,1,1,39.76,308
48,0,2,13,92.09,235
64,1,1,1,72.79,415
65,0,0,7,53.63,290
65,0,1,6,74.4,408
36,0,0,19,65.77,428
35,1,0,3,62.33,274
24,0,1,14,59.87,307
52,0,3,9,54.54,389
38,0,4,6,35.1,125
52,0,3,6,63.82,65
65,1,0,24,94.62,194
64,1,4,4,86.89,498
37,0,1,13,56.22,500
65,1,3,20,73.98,447
25,0,0,4,42.44,439
31,1,1,20,35.81,253
33,1,2,10,69.91,166
39,1,3,23,67.44,299
19,0,0,6,31.81,230
59,0,0,18,32.17,305
36,1,3,20,72.15,335
44,1,3,11,91.93,226
60,0,1,13,44.74,264
36,1,0,2,75.89,252
42,1,2,6,72.94,286
19,0,3,21,91.08,381
38,0,0,24,83.46,61
21,1,4,19,46.18,362
19,1,3,8,50.38,287
46,0,2,22,70.07,122
47,1,2,3,62.78,91
57,1,0,21,61.6,441
42,0,2,3,78.36,383
41,1,0,5,38.95,394
35,1,2,10,36.59,480
40,1,3,18,54.82,187
34,0,2,20,70.11,494
66,1,3,9,43.1,93
62,0,4,23,58.49,142
40,1,2,9,31.9,170
54,1,4,22,79.17,51
59,0,3,19,60.66,144
47,0,1,3,53.58,395
61,0,4,7,83.65,265
63,0,3,9,90.91,122
32,1,3,6,73.95,246
55,0,3,9,58.5,63
40,0,0,16,89.96,140
56,1,4,21,73.96,294
31,0,3,7,50.1,114
69,0,0,8,72.28,395
25,1,0,24,36.01,303
50,1,2,18,42.48,59
43,0,3,7,59.29,469
66,0,1,18,76.26,121
63,1,4,24,51.79,469
32,1,2,15,85.75,179
38,1,1,24,51.59,133
69,1,3,9,65.55,111
69,1,3,24,94.34,304
33,1,0,11,98.07,150
64,0,0,24,45.77,409
38,0,1,9,83.76,155
52,0,4,2,47.77,439
56,0,1,20,53.53,222
62,0,2,1,68.87,64
66,1,0,15,64.41,149
59,1,0,24,90.71,390
64,0,1,24,47.64,396
37,1,4,9,39.24,246
69,1,3,19,62.53,228
55,1,1,10,51.07,250
68,1,2,15,65.43,126
57,0,3,17,68.92,187
47,0,1,3,96.26,171
25,0,2,7,63.92,291
47,1,1,19,70.81,109
28,1,0,6,98.0,136
32,1,1,23,32.29,235
27,0,3,21,71.91,73
27,0,3,3,75.25,315
30,1,3,23,39.91,183
65,0,0,4,98.33,268
35,0,1,8,36.53,135
56,0,4,22,48.73,487
27,1,4,6,62.85,95
60,0,1,7,58.23,163
31,0,2,18,61.04,394
67,0,1,17,66.3,134
51,1,2,20,96.14,71
40,0,0,4,74.08,346
45,1,2,4,50.98,96
24,1,2,13,87.47,98
43,1,1,10,65.4,454
24,0,3,6,65.25,140
60,1,1,1,86.02,209
44,0,1,16,80.75,278
27,0,0,23,35.43,371
65,1,4,23,74.07,485
59,1,3,8,62.17,396
59,0,2,10,34.36,259
47,0,3,5,61.05,477
67,1,3,7,76.03,205
25,0,3,14,76.28,185
37,1,3,4,78.8,341
70,0,0,21,69.95,53
26,1,1,3,63.02,487
27,1,0,2,30.59,117
65,0,4,5,55.01,79
48,1,3,23,48.69,77
34,0,3,19,64.9,178
33,0,4,12,85.3,350
61,1,3,1,74.73,159
29,0,3,3,84.73,211
38,1,0,3,49.22,407
42,1,3,15,59.48,377
57,1,1,4,77.3,235
40,0,0,8,46.41,428
69,1,1,15,80.11,172
54,0,0,24,53.41,317
26,0,2,20,39.21,470
24,0,3,6,36.57,284
70,1,4,4,86.44,66
57,0,4,14,84.35,114
38,1,1,16,69.63,365
43,0,2,8,74.27,440
29,1,1,17,91.82,365
57,1,4,17,89.7,336
50,0,2,20,82.84,470
33,1,3,13,53.41,209
45,0,0,3,65.78,394
38,0,0,9,96.24,96
58,1,0,1,38.28,141
56,0,2,4,82.52,436
41,1,3,3,30.05,108
30,0,3,14,31.08,50
34,1,2,1,44.83,361
64,1,4,4,61.28,308
38,1,3,12,62.27,216
54,1,4,7,86.77,193
64,1,1,18,61.9,210
56,1,2,17,65.13,274
49,0,1,4,84.91,290
27,1,2,22,31.02,468
54,0,2,2,36.57,230
30,0,2,12,78.09,435
48,0,4,14,57.42,75
58,1,0,20,94.91,292
46,0,1,21,43.61,292
57,0,3,23,73.26,416
31,0,2,18,53.51,338
51,1,3,4,38.9,337
54,0,0,14,74.82,404
20,0,3,22,50.62,453
27,1,2,4,38.92,462
46,0,1,9,47.81,127
46,1,1,7,53.27,81
26,0,2,22,59.26,359
41,0,3,22,78.03,215
65,0,0,4,88.36,396
32,0,2,10,92.41,70
62,0,1,3,68.31,177
65,0,0,18,41.27,316
65,1,2,5,51.42,306
60,1,1,1,69.29,142
60,1,4,21,61.49,497
61,1,1,12,73.18,148
67,1,0,11,63.56,429
50,1,4,21,77.42,220
21,1,2,17,34.41,138
69,0,2,12,98.3,290
24,1,1,8,60.58,220
37,0,2,19,73.44,411
24,1,4,8,46.94,116
57,1,1,13,54.8,481
63,0,3,16,70.21,281
54,0,3,24,53.88,104
36,1,3,5,53.83,457
49,0,2,7,34.73,102
47,0,2,24,54.8,295
43,1,4,10,58.38,362
45,1,1,9,54.72,320
50,0,0,22,90.93,151
35,0,3,19,72.57,476
59,1,1,13,71.26,185
30,0,2,4,36.91,206
18,0,4,10,93.72,179
53,1,0,8,69.27,354
51,0,3,14,51.13,56
46,0,3,11,82.01,371
44,0,2,21,76.52,195
70,1,0,9,68.44,117
28,1,0,4,51.47,86
38,1,4,10,73.83,290
28,0,0,16,36.09,463
61,0,1,13,94.21,255
33,1,1,22,80.83,244
35,0,1,13,58.07,386
22,1,2,20,80.37,441
21,1,4,3,91.24,113
62,0,3,12,84.23,59
70,1,1,4,64.08,313
59,0,3,19,37.33,214
34,0,3,3,96.64,257
44,0,2,16,53.68,193
40,0,1,20,40.53,276
69,0,1,17,45.53,218
26,1,1,5,98.81,382
68,1,3,21,36.75,393
21,0,0,20,42.84,309
23,0,0,19,67.33,83
46,0,4,22,56.63,487
28,0,3,21,81.47,200
69,1,1,19,70.74,306
63,1,3,7,43.99,430
59,1,0,14,68.89,373
70,0,1,19,93.89,486
54,0,2,11,90.07,414
67,0,0,14,40.63,176
48,1,0,8,35.44,281
30,0,1,21,75.06,312
34,0,2,2,39.93,62
55,0,4,24,42.12,52
58,0,0,4,69.33,301
68,1,2,6,42.27,333
54,1,4,12,33.62,111
38,0,2,21,37.85,363
68,0,4,1,91.56,255
70,0,4,13,68.31,208
55,1,4,9,63.81,120
59,0,1,22,55.23,149
25,1,2,16,46.7,449
44,0,3,16,43.18,244
28,1,4,6,89.31,327
60,0,3,7,97.99,356
69,0,2,18,38.58,94
53,1,1,13,55.5,171
19,1,0,22,89.55,435
53,1,1,4,94.01,271
52,1,2,10,51.76,65
30,0,0,4,40.07,156
64,1,3,7,84.93,246
36,0,1,9,56.13,129
59,1,1,24,64.35,447
41,1,3,2,64.52,253
52,1,0,16,40.72,178
35,0,2,16,34.34,358
55,0,0,8,48.11,448
32,1,1,24,87.78,411
48,1,2,1,36.81,297
33,0,0,20,73.12,205
54,0,1,2,36.37,175
31,1,0,6,52.54,112
46,1,1,18,65.02,379
56,0,0,23,75.35,463
29,0,2,12,44.19,404
54,1,3,13,37.56,481
19,0,0,3,41.64,427
70,0,0,7,82.93,156
31,1,2,10,72.02,415
66,1,3,14,75.57,209
21,1,2,20,78.72,252
43,1,2,9,45.18,268
52,1,3,22,99.73,278
59,0,2,18,99.22,272
42,0,3,18,63.05,69
70,1,2,4,72.3,163
59,0,4,7,42.29,323
48,1,3,3,37.17,243
62,0,4,5,95.62,206
54,1,2,6,97.98,373
62,1,3,2,87.77,98
58,0,4,3,63.24,134
20,0,1,16,55.24,154
59,1,3,4,94.9,88
65,0,0,12,69.23,423
54,0,2,5,67.98,215
63,1,3,1,57.12,158
66,0,0,4,89.36,461
66,0,0,3,59.51,364
58,1,3,6,64.94,491
51,0,2,8,55.22,222
54,1,3,9,67.72,279
38,0,1,10,91.87,206
25,1,1,2,94.77,446
49,0,4,12,34.1,294
47,0,0,7,48.91,203
66,1,1,10,65.58,65
55,0,1,22,87.29,342
43,0,1,4,70.46,271
30,1,1,18,93.54,50
18,0,4,19,77.16,50
48,1,2,19,69.22,243
48,0,2,13,91.63,310
25,1,2,5,43.85,215
68,0,3,4,43.65,275
39,0,3,22,62.76,88
59,0,0,12,79.62,430
60,1,3,6,49.07,97
51,1,3,4,87.52,123
56,1,4,13,50.81,265
30,0,1,16,70.18,112
31,1,3,3,71.41,190
57,0,3,6,40.2,445
44,1,2,10,46.35,83
44,1,0,9,43.97,283
55,1,1,21,33.56,354
35,0,3,6,94.68,91
25,0,0,22,37.39,487
37,1,4,23,54.3,252
60,0,1,9,64.85,135
61,1,1,21,90.68,393
54,1,0,5,78.67,352
24,1,1,13,72.54,125
28,0,1,8,91.15,422
19,0,0,11,37.67,113
31,1,1,24,71.64,328
68,1,2,21,82.66,129
43,0,2,6,31.44,442
20,0,2,20,86.67,459
20,0,2,17,81.41,365
46,1,2,3,43.89,286
35,0,2,2,55.49,105
61,0,2,11,76.52,395
32,0,3,11,43.97,84
43,1,3,23,38.9,275
31,1,4,3,55.52,223
31,1,0,3,67.16,320
60,1,4,20,86.05,55
20,0,2,21,76.45,155
20,1,4,20,78.21,370
44,1,3,22,65.01,399
20,1,3,5,60.14,191
31,0,1,5,33.99,451
28,0,2,1,95.64,462
30,0,3,12,43.32,391
21,1,0,19,98.82,354
34,0,0,7,36.72,98
61,0,1,7,84.85,275
23,1,4,21,98.18,475
34,0,0,4,92.3,91
39,1,0,10,99.71,87
60,1,2,3,36.83,448
43,1,0,11,40.93,91
19,1,1,10,43.98,383
57,1,2,5,65.01,448
35,1,2,13,30.93,482
63,1,0,24,35.5,361
58,0,1,4,56.01,274
66,1,1,22,59.58,118
55,1,2,2,49.6,257
23,0,4,18,89.7,107
34,1,0,21,35.29,494
46,0,4,7,33.43,182
65,0,2,14,96.32,454
19,0,4,12,94.89,399
28,0,4,10,54.29,464
30,1,4,15,52.67,441
25,1,0,8,56.97,170
33,0,3,7,72.75,230
23,1,4,9,87.07,125
63,1,2,22,66.81,246
60,1,0,9,61.52,366
58,0,2,9,78.24,282
49,0,1,5,69.95,484
31,0,4,17,35.15,128
45,1,3,14,45.7,258
26,0,3,11,30.95,316
30,1,4,20,38.99,295
44,0,4,14,63.49,346
70,1,4,9,75.51,92
63,0,0,4,57.89,233
42,0,0,11,60.35,424
30,0,4,20,37.9,168
46,0,3,22,66.78,359
29,1,4,3,76.63,121
19,0,3,5,80.59,194
37,1,0,14,59.5,344
67,1,0,5,35.52,484
26,1,3,10,48.3,349
57,0,1,13,63.6,142
64,1,2,6,39.0,439
43,0,1,2,43.07,169
54,0,1,2,49.81,413
59,0,3,11,58.62,339
55,1,3,6,77.38,362
43,0,0,10,86.19,221
32,1,0,14,92.78,323
23,1,4,15,66.42,239
38,1,4,22,77.35,474
29,0,4,22,88.65,311
30,1,0,11,40.7,119
49,0,0,5,33.14,476
65,1,1,7,86.25,205
40,0,3,13,64.47,104
50,0,3,3,43.99,229
57,0,4,6,57.5,437
69,0,2,22,64.37,419
38,1,1,11,56.05,446
48,1,1,3,65.68,54
58,1,4,21,56.1,408
22,0,2,21,68.3,249
69,1,4,15,32.5,191
29,1,0,5,48.71,266
65,1,1,4,36.88,459
55,0,2,15,94.52,318
33,1,1,1,30.81,326
33,0,4,14,45.96,467
59,0,0,12,58.55,348
20,1,3,3,85.88,291
22,0,0,14,30.33,280
24,1,2,16,91.23,126
50,1,4,22,80.49,310
41,1,2,12,71.07,408
51,1,3,5,83.29,329
53,0,0,11,79.66,120
48,0,3,12,64.23,281
40,0,2,20,63.06,243
20,1,3,15,37.31,285
51,1,1,8,64.82,298
64,0,2,2,58.04,123
27,0,1,13,73.41,236
65,1,3,17,62.38,447
61,0,0,7,49.21,468
67,0,1,11,53.82,320
33,1,3,15,78.55,271
44,0,2,22,78.56,80
70,1,1,24,72.42,274
32,0,2,12,85.91,500
27,1,2,6,50.73,56
57,0,0,4,89.67,226
63,0,2,24,30.09,107
19,0,2,16,95.43,475
64,0,0,3,77.8,52
64,1,4,24,33.46,455
57,1,0,24,83.32,240
49,0,1,2,86.31,241
38,0,2,1,43.33,370
30,1,0,8,85.2,269
49,0,2,10,80.41,272
60,0,3,18,97.06,167
39,1,2,11,58.44,180
25,0,3,15,92.21,385
37,0,2,21,52.82,118
46,1,4,15,96.16,304
56,1,1,17,62.31,355
65,1,3,22,72.84,128
57,1,3,1,68.4,296
25,0,3,11,93.52,286
35,0,3,12,71.31,305
19,0,3,20,56.24,411
53,1,0,17,66.63,426
22,1,3,24,52.11,493
59,1,3,5,77.38,323
65,1,2,10,64.56,65
18,0,4,10,40.28,76
51,0,3,22,50.37,147
30,0,0,14,91.45,190
45,1,2,18,90.45,57
23,0,2,23,85.91,296
36,1,4,2,84.53,375
62,0,1,14,44.4,427
45,0,0,10,77.06,346
31,0,2,14,82.57,147
21,0,4,1,70.81,258
18,1,1,16,39.3,484
42,0,4,1,90.06,411
22,0,4,8,89.48,114
34,1,2,13,64.37,383
57,1,2,2,66.48,294
68,1,1,7,95.75,470
54,1,3,23,46.92,98
65,0,2,7,77.86,279
43,1,2,2,55.38,82
66,0,1,11,91.61,247
55,0,2,7,55.88,215
35,0,2,12,97.39,107
19,0,4,20,82.22,350
66,1,0,14,62.58,463
46,1,0,24,97.5,389
46,0,3,17,42.46,233
50,1,0,19,88.66,450
30,1,1,24,35.18,69
22,0,3,24,31.67,180
25,0,2,7,30.4,50
23,1,3,12,42.69,175
19,1,3,10,35.22,152
69,1,4,11,63.42,126
70,1,2,16,56.88,267
69,0,3,24,78.95,404
35,1,2,12,42.11,144
55,0,0,24,77.12,364
19,0,0,21,51.49,386
19,1,3,20,76.96,202
60,0,2,21,38.07,190
57,1,2,19,75.52,60
53,0,1,12,83.87,107
38,0,3,3,96.49,190
43,1,4,4,98.66,86
25,1,2,24,37.88,123
32,0,3,7,33.01,498
53,0,1,24,97.67,365
18,0,4,14,56.79,333
58,0,3,18,52.75,217
67,0,4,23,73.95,320
67,1,4,6,99.76,300
39,0,4,23,53.81,253
44,1,3,5,40.66,327
63,1,0,22,40.22,437
70,0,2,4,61.36,149
53,0,3,21,32.15,235
21,1,4,8,58.66,63
66,1,0,23,37.13,81
24,0,4,24,52.37,482
46,1,4,11,69.26,179
43,0,0,23,70.92,51
65,0,1,6,74.03,275
62,0,0,14,76.53,261
33,1,1,12,87.32,53
49,1,3,21,80.44,369
34,0,4,6,36.9,295
31,0,2,14,60.92,358
69,1,2,4,91.87,390
46,0,2,22,47.08,157
26,0,3,13,91.82,228
50,0,2,20,81.79,321
38,0,4,14,31.59,336
34,1,1,6,65.19,128
38,0,3,10,95.78,435
32,0,3,17,64.17,115
69,0,0,2,75.74,120
55,1,1,8,69.85,149
60,0,1,17,54.11,156
34,1,2,11,77.19,157
49,0,3,6,38.69,248
54,1,1,6,70.51,449
38,1,4,3,94.23,425
70,0,0,18,75.19,244
21,1,1,1,41.17,307
26,1,1,14,81.99,53
70,1,2,21,91.14,298
29,1,3,20,45.75,330
59,1,4,1,74.23,438
68,0,1,20,90.92,449
69,1,4,18,95.78,485
19,1,1,21,97.32,88
69,1,4,18,97.47,367
31,1,0,5,48.07,187
47,1,4,24,77.33,256
51,1,4,23,64.42,322
45,0,4,15,91.1,267
43,0,3,24,93.66,252
59,1,4,23,55.34,164
20,0,2,21,62.31,338
31,0,1,7,86.34,61
57,1,2,11,58.09,166
21,0,4,22,51.9,199
60,1,2,22,87.52,280
22,1,0,7,66.67,286
62,0,4,20,84.71,82
34,0,4,5,50.32,305
45,0,2,2,85.21,246
28,0,2,12,40.14,208
54,0,1,9,30.85,275
38,0,0,12,32.21,180
56,0,3,19,77.13,239
69,0,0,11,35.9,98
48,0,0,20,62.68,491
48,1,3,18,82.47,304
67,0,1,8,55.45,351
53,0,1,17,33.92,69
20,1,0,2,93.07,293
48,1,4,4,94.03,499
66,0,3,16,73.13,387
43,0,4,17,96.88,229
32,1,1,10,92.19,307
61,0,4,14,70.74,457
63,0,0,19,85.85,58
46,0,3,15,51.48,218
37,1,4,18,92.48,302
65,1,0,15,91.42,468
25,1,0,2,42.23,168
43,0,4,7,59.5,185
48,1,3,2,73.05,448
62,1,2,10,51.45,403
67,1,0,20,32.25,85
47,0,3,4,50.09,77
70,1,4,7,43.97,110
68,1,0,16,89.44,273
27,1,2,4,33.65,477
41,1,1,12,73.62,461
36,1,4,1,51.51,339
37,1,3,24,71.6,197
56,0,1,13,99.37,369
29,0,4,1,79.02,472
27,1,3,21,44.47,292
